Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,name,description,price,currency,scraped_at,section,Revenue,Scraped Month
185102,Aisle,No,Clothing,No,2823,Zara,BASIC PUFFER JACKET,Puffer jacket made of tear-resistant ripstop fabric. High collar and adjustable long sleeves with adhesive straps. Welt pockets at hip. Adjustable hem with side elastics. Front zip closure.,19.99,USD,2024-02-19 08:50:05.654618,man,56431.77,2024-02
188771,Aisle,No,Clothing,No,654,Zara,TUXEDO JACKET,Straight fit blazer. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Central back vent at hem. Front button closure.,169.0,USD,2024-02-19 08:50:06.590930,man,110526.0,2024-02
180176,End-cap,Yes,Clothing,Yes,2220,Zara,SLIM FIT SUIT JACKET,Slim fit jacket. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,129.0,USD,2024-02-19 08:50:07.301419,man,286380.0,2024-02
112917,Aisle,Yes,Clothing,Yes,1568,Zara,STRETCH SUIT JACKET,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,129.0,USD,2024-02-19 08:50:07.882922,man,202272.0,2024-02
192936,End-cap,No,Clothing,Yes,2942,Zara,DOUBLE FACED JACKET,Jacket made of faux leather faux shearling with fleece interior. Tabbed lapel collar. Long sleeves. Zip pockets at hip. Front zip closure.,139.0,USD,2024-02-19 08:50:08.453847,man,408938.0,2024-02
117590,End-cap,No,Clothing,No,2968,Zara,CONTRASTING COLLAR JACKET,Relaxed fit jacket. Contrasting lapel collar and long sleeves with buttoned cuffs. Front pouch pockets. Interior pocket. Washed effect. Front zip closure.,79.9,USD,2024-02-19 08:50:09.140497,man,237143.2,2024-02
189118,Front of Store,Yes,Clothing,Yes,952,Zara,FAUX LEATHER PUFFER JACKET,Faux leather puffer jacket. High collar and long sleeves with ribbed interior cuffs. Welt pockets at hip. Interior pocket. Adjustable hem with side elastics. Front zip closure.,69.99,USD,2024-02-19 08:50:09.688951,man,66630.48,2024-02
182157,Aisle,No,Clothing,No,2421,Zara,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,159.0,USD,2024-02-19 08:50:10.200777,man,384939.0,2024-02
141861,Aisle,Yes,Clothing,Yes,1916,Zara,100% WOOL SUIT JACKET,Jacket made of Italian wool. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,169.0,USD,2024-02-19 08:50:10.880741,man,323804.0,2024-02
137121,Aisle,No,Clothing,Yes,656,Zara,100% FEATHER FILL PUFFER JACKET,Puffer jacket made of shiny finish technical fabric. Fill is a blend of 80% down and 20% feathers. High collar with adjustable hood and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip closure.,169.0,USD,2024-02-19 08:50:11.380061,man,110864.0,2024-02
113143,Aisle,Yes,Clothing,Yes,2663,Zara,HERRINGBONE TEXTURED JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front zip closure.,129.0,USD,2024-02-19 08:50:12.011296,man,343527.0,2024-02
140028,Aisle,Yes,Clothing,Yes,1260,Zara,OVERSIZED CROPPED JACKET LIMITED EDITION,Oversized cropped jacket. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at waist ad interior pocket. Front button closure.,159.0,USD,2024-02-19 08:50:12.510507,man,200340.0,2024-02
134693,Aisle,Yes,Clothing,No,2124,Zara,LEATHER BIKER JACKET,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,169.0,USD,2024-02-19 08:50:13.210501,man,358956.0,2024-02
151396,Front of Store,Yes,Clothing,Yes,729,Zara,CROPPED LEATHER JACKET,Leather jacket. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,439.0,USD,2024-02-19 08:50:13.771115,man,320031.0,2024-02
132889,Aisle,Yes,Clothing,Yes,2265,Zara,FAUX LEATHER BOXY FIT JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,99.9,USD,2024-02-19 08:50:14.252907,man,226273.5,2024-02
152174,End-cap,No,Clothing,No,2226,Zara,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.,99.9,USD,2024-02-19 08:50:14.853868,man,222377.40000000002,2024-02
129906,Aisle,No,Clothing,No,2089,Zara,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,69.9,USD,2024-02-19 08:50:15.386895,man,146021.1,2024-02
195879,Front of Store,Yes,Clothing,Yes,2339,Zara,DENIM BOMBER JACKET,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,129.0,USD,2024-02-19 08:50:15.895051,man,301731.0,2024-02
155050,Aisle,No,Clothing,Yes,2321,Zara,BOUCLÉ TEXTURED JACKET,Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.,129.0,USD,2024-02-19 08:50:16.580479,man,299409.0,2024-02
194410,End-cap,No,Clothing,No,669,Zara,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Back vents. Front button closure.,159.0,USD,2024-02-19 08:50:17.153559,man,106371.0,2024-02
141904,End-cap,Yes,Clothing,Yes,1712,Zara,JACQUARD DENIM JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.,109.0,USD,2024-02-19 08:50:17.639427,man,186608.0,2024-02
124981,Front of Store,No,Clothing,Yes,1832,Zara,PADDED DENIM JACKET,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,89.9,USD,2024-02-19 08:50:18.264732,man,164696.80000000002,2024-02
161909,Aisle,Yes,Clothing,No,1290,Zara,LEATHER JACKET,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,299.0,USD,2024-02-19 08:50:18.813979,man,385710.0,2024-02
129152,End-cap,No,Clothing,No,2356,Zara,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,USD,2024-02-19 08:50:19.405469,man,117564.4,2024-02
183243,Front of Store,Yes,Clothing,No,1524,Zara,SUIT JACKET,Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,169.0,USD,2024-02-19 08:50:19.899287,man,257556.0,2024-02
198248,Front of Store,Yes,Clothing,No,1644,Zara,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,69.9,USD,2024-02-19 08:50:20.387337,man,114915.6,2024-02
191230,End-cap,No,Clothing,No,966,Zara,PATCH BOMBER JACKET,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,89.9,USD,2024-02-19 08:50:20.940517,man,86843.40000000001,2024-02
187234,Front of Store,Yes,Clothing,Yes,2575,Zara,STRETCH POCKET OVERSHIRT,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,59.9,USD,2024-02-19 08:50:21.681257,man,154242.5,2024-02
148888,Front of Store,No,Clothing,No,2774,Zara,RIB COLLAR JACKET,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,109.0,USD,2024-02-19 08:50:22.196513,man,302366.0,2024-02
110805,Front of Store,Yes,Clothing,No,2477,Zara,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,159.0,USD,2024-02-19 08:50:22.752699,man,393843.0,2024-02
179801,Front of Store,No,Clothing,Yes,2608,Zara,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,129.0,USD,2024-02-19 08:50:23.449176,man,336432.0,2024-02
134927,Aisle,Yes,Clothing,Yes,2252,Zara,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,129.0,USD,2024-02-19 08:50:23.929417,man,290508.0,2024-02
123150,End-cap,Yes,Clothing,No,2074,Zara,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,129.0,USD,2024-02-19 08:50:24.492261,man,267546.0,2024-02
159145,End-cap,Yes,Clothing,No,2579,Zara,FAUX LEATHER PUFFER JACKET,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,109.0,USD,2024-02-19 08:50:25.084642,man,281111.0,2024-02
172364,Aisle,Yes,Clothing,No,2931,Zara,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,109.0,USD,2024-02-19 08:50:26.108791,man,319479.0,2024-02
178281,End-cap,No,Clothing,Yes,1145,Zara,BOMBER JACKET,Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.,109.0,USD,2024-02-19 08:50:27.368815,man,124805.0,2024-02
194339,End-cap,No,Clothing,No,1792,Zara,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2024-02-19 08:50:28.013766,man,161100.80000000002,2024-02
174412,Aisle,No,Clothing,Yes,1796,Zara,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,69.9,USD,2024-02-19 08:50:28.575851,man,125540.40000000001,2024-02
114877,Aisle,No,Clothing,No,1860,Zara,SUEDE JACKET,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,349.0,USD,2024-02-19 08:50:29.497634,man,649140.0,2024-02
140727,End-cap,Yes,Clothing,Yes,1002,Zara,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,79.9,USD,2024-02-19 08:50:30.899896,man,80059.8,2024-02
133109,Front of Store,No,Clothing,Yes,2063,Zara,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,79.9,USD,2024-02-19 08:50:31.435371,man,164833.7,2024-02
127296,Aisle,No,Clothing,No,1165,Zara,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,89.9,USD,2024-02-19 08:50:32.016086,man,104733.5,2024-02
133757,Aisle,Yes,Clothing,No,2071,Zara,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,129.0,USD,2024-02-19 08:50:32.531017,man,267159.0,2024-02
111760,End-cap,No,Clothing,No,1474,Zara,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,109.0,USD,2024-02-19 08:50:33.138517,man,160666.0,2024-02
198375,End-cap,No,Clothing,No,2202,Zara,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,69.9,USD,2024-02-19 08:50:33.724614,man,153919.80000000002,2024-02
168837,Aisle,No,Clothing,No,665,Zara,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2024-02-19 08:50:34.380743,man,59783.50000000001,2024-02
138505,Front of Store,No,Clothing,No,2478,Zara,RIPPED DENIM JACKET,Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.,69.9,USD,2024-02-19 08:50:35.011352,man,173212.2,2024-02
116228,End-cap,Yes,Clothing,No,647,Zara,TEXTURED POCKET JACKET,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2024-02-19 08:50:35.534355,man,58165.3,2024-02
167592,Front of Store,Yes,Clothing,No,707,Zara,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,89.9,USD,2024-02-19 08:50:36.278549,man,63559.3,2024-02
133100,End-cap,Yes,Clothing,No,2729,Zara,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,89.9,USD,2024-02-19 08:50:37.262777,man,245337.1,2024-02
119955,Front of Store,No,Clothing,No,1590,Zara,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,89.9,USD,2024-02-19 08:50:37.977065,man,142941.0,2024-02
189349,End-cap,Yes,Clothing,No,1245,Zara,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,89.9,USD,2024-02-19 08:50:38.675293,man,111925.5,2024-02
127478,Front of Store,No,Clothing,Yes,2498,Zara,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,129.0,USD,2024-02-19 08:50:39.146924,man,322242.0,2024-02
180661,Front of Store,No,Clothing,Yes,1041,Zara,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,129.0,USD,2024-02-19 08:50:39.688602,man,134289.0,2024-02
186681,End-cap,No,Clothing,Yes,1717,Zara,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,19.99,USD,2024-02-19 08:50:40.213708,man,34322.829999999994,2024-02
133183,Front of Store,Yes,Clothing,Yes,2859,Zara,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,89.9,USD,2024-02-19 08:50:40.898654,man,257024.1,2024-02
173508,Aisle,Yes,Clothing,No,1658,Zara,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,129.0,USD,2024-02-19 08:50:41.427891,man,213882.0,2024-02
187930,End-cap,No,Clothing,Yes,706,Zara,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,89.9,USD,2024-02-19 08:50:41.944116,man,63469.4,2024-02
124088,End-cap,Yes,Clothing,Yes,2065,Zara,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,79.9,USD,2024-02-19 08:50:42.629521,man,164993.5,2024-02
190238,Front of Store,No,Clothing,Yes,1917,Zara,ACID WASH DENIM JACKET,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,89.9,USD,2024-02-19 08:50:43.067567,man,172338.30000000002,2024-02
151925,End-cap,Yes,Clothing,Yes,2179,Zara,VINTAGE EFFECT LEATHER BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,299.0,USD,2024-02-19 08:50:43.543555,man,651521.0,2024-02
163234,Front of Store,No,Clothing,No,1633,Zara,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,89.9,USD,2024-02-19 08:50:44.126726,man,146806.7,2024-02
135610,Aisle,Yes,Clothing,Yes,1513,Zara,WOOL BLEND JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109.0,USD,2024-02-19 08:50:45.034237,man,164917.0,2024-02
117065,Aisle,Yes,Clothing,Yes,758,Zara,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,109.0,USD,2024-02-19 08:50:45.809524,man,82622.0,2024-02
149315,End-cap,Yes,Clothing,No,718,Zara,FLEECE BOMBER JACKET,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109.0,USD,2024-02-19 08:50:46.259361,man,78262.0,2024-02
149510,Aisle,No,Clothing,Yes,1412,Zara,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,59.9,USD,2024-02-19 08:50:47.254145,man,84578.8,2024-02
137990,Aisle,No,Clothing,No,2929,Zara,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,29.99,USD,2024-02-19 08:50:49.940814,man,87840.70999999999,2024-02
154016,End-cap,Yes,Clothing,Yes,2366,Zara,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,189.0,USD,2024-02-19 08:50:48.692260,man,447174.0,2024-02
117751,Aisle,No,Clothing,No,2749,Zara,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,89.9,USD,2024-02-19 08:50:51.200272,man,247135.1,2024-02
182362,Front of Store,No,Clothing,No,2019,Zara,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,69.9,USD,2024-02-19 08:50:51.711859,man,141128.1,2024-02
117725,Aisle,No,Clothing,Yes,1506,Zara,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,109.0,USD,2024-02-19 08:50:52.206404,man,164154.0,2024-02
145289,End-cap,No,Clothing,No,1012,Zara,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,109.0,USD,2024-02-19 08:50:52.732112,man,110308.0,2024-02
173576,End-cap,Yes,Clothing,No,1838,Zara,PLAID OVERSHIRT,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,129.0,USD,2024-02-19 08:50:54.476057,man,237102.0,2024-02
175059,Aisle,Yes,Clothing,No,2170,Zara,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,USD,2024-02-19 08:50:54.927480,man,108283.0,2024-02
199368,Front of Store,No,Clothing,Yes,1061,Zara,WOOL BLEND JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.,139.0,USD,2024-02-19 08:50:55.455689,man,147479.0,2024-02
